дария	river
koloni	colonizer
komangoma	prince
komangoma	princess
kombe	cup
kombe	can
kombe	tin
kombe	riverbank
kombe	lakeshore
kombe	shore
komere	injury
komiseri	commissioner
komisiyo	commission
komoko	origin
komoko	inception
komoko	sovereignty
kompanyi	company
kondo	navel
komfitire	jam
komfitire	preserve
kongoro	chalice
kongoro	vulture
koni	small stick
koni	kitchen
koni	stick
koni	walking stick
koni	cane
konje	coldness
konji	holiday
konji	leave
konji	vacation
konoshwa	shell
konti	account
koperative	cooperative
kopi	copy
korali	choir
koranabuhanga	technology
koraniro	gathering
koraniro	meeting
koranya	dictionary
koranyamagambo	dictionary
korasi	chorus
korerabushake	volunteer
korere	settings
korere	configuration
korerwa	passive
koresha	use
koresha	usage
koresha	employer
koreshereze	use
koreshereze	usage
koreshereze	exploitation
koresho	tool
koresho	teaching materials
koro	tax
koro	dues
koro	task
koro	duty
koro	work
koro	assignment
koropesho	mop
korora	cough
kororombya	rainbow
koroto	change
koroto	coins
korwa	action
korwa	deed
kosa	mistake
kosa	error
kositimu	costume
kositimu	suit
kota	sword
kotanyi	activist
kotanyi	enthusiast
kotanyi	zealot
koti	coat
koti	jacket
kovu	scar
kozi	worker
kozi	employee
kozi	servant
kristo	Christianity
kristo	Christian
kuba	misfortune
kuba	bad luck
kuba	problems
kuba	thunder
kubitarukoko	index finger
kubuzo	broom
kufi	necklace
kufi	chain
kuka	beach
kuka	shore
kumbi	flock of sheep
kumbuzi	nostalgia
kumbuzi	homesickness
kumbuzi	longing
kumirizi	guard
kumwe	thumb
kumyabiri	twenty
kundo	love
kundwa	beloved
kundwa	loved one
kunga	support
kunga	contribution
kunga	aid
kunga	assistance
kunga	help
kungu	riches
kungu	wealth
kungu	economics
kungu	rich person
kungugu	dust
kunzi	fiance
kunzi	lover
kunzi	sweetheart
kurambere	patriarch
kurambere	elder
kuri	dwarf
kuru	short story
kuru	news
kuru	information
kuru	story
kuru	news item
kurudumu	hoop
kururanda	reptile
kuta	wall
kuta	wall
kwano	dowry
kware	partridge
kwavu	bunny
kwavu	leveret
kwavu	rabbit
kwavu	hare
kwavu	billion
kwe	wedding
kwe	marriage
kwe	son-in-law
kwege	wire
kwerere	middle-aged man
kwerere	middle age
kwerere	middle age
kweto	shoe
kwi	firewood
kwiriye	worth
Leta	state
Leta	government
leti	omelette
lineti	glasses
lineti	spectacles
lisiti	list
lisiti	listing
litiro	litre
liyetona	lieutenant
lo	kilo
lo	kilogramme
lometero	kilometre
Loni	United Nations
Madamu	Madam
makoro	macro
malariya	malaria
mama	my mother
mambo	post
mambo	stake
mana	God
marakuja	passion fruit
marayika	angel
marere	ring finger
mari	treasury
mari	finance
maro	benefit
maro	use
maro	value
maro	profit
maro	use
masa	calf
masa	bullock
mashini	machine
mashu	mousetrap
Mata	April
mayibobo	street child
mayibobo	urchin
mayili	mile
mbi	arrow
me	dew
mena	principal
mena	important
mene	crack
menyekanisha	announcement
menyetso	mark
menyetso	tick
menyetso	sign
menyi	knowledge
menyi	science
menyindimi	linguistics
merere	characteristics
merere	attitude
mesa	palm oil
meshi	launderer
metero	metre
meyili	electronic mail
milisegonda	millisecond
minisiteri	ministry
Minisitiri w’Intebe	Prime Minister
misiyo	mission
modokari	car
monyo	ant
moteri	motor
moteri	engine
moto	motorcycle
moto	motorbike
moto	scooter
mucagaguzi	parser
mucuranga	video player
mudasobwa	computer
mudasobwa igendanwa	laptop computer
mudasobwa igendanwa	notebook computer
muga	invalid
muga	cripple
muga	handicapped person
muga	broken pot
murangaza	distraction
muri	light
Mutarama	January
vunja	jigger
mwe	singular
mwe	unity
naka	so-and-so
nama	meeting
nama	council
nama	session
nama	advice
nama	counsel
nama	suggestion
namico	theatre
nani	new year
nani	inheritance
naniro	tiredness
nanwa	chin
nara	tower
nazi	coconut
ndikagihe	timestamp
nebwe	laziness
nebwe	idleness
nebwe	lazy person
neke	banana
nezero	happiness
nezero	joy
ngabangabo	dilemma
ngabangabo	puzzle
ngendo	distance
niforume	uniform
nini	tablet
nini	pill
njyesi	subscript
nkanyari	wrinkle
no	toe
Noheli	Christmas
nomero	number
nono	hoof
nota	score
nota	mark
nota	minute
nsi	day
nsi	April Fools’ Day
ntu	place
ntu	location
ntu	small thing
ntu	thing
ntu	something
ntu	grace
ntu	free
ntu	how
ntu	means
ntu	method
ntu	person
ntu	human
numa	dove
numa	pigeon
nwa	lips
nwa	mouth
nya	person of
nyabinyoma	liar
nyabiziga	vehicle
nyabumwe	one of
nyabumwe	unit
nyabupfura	politeness
nyabuzima	living thing
nyabuzima	biology
nyabyaha	sinner
nyacumi	decade
nyagihumbi	millennium
nyajwi	vowel
Nyakanga	July
nyakoreya	Korean language
nyama	meat
nyama	flesh
nyama y’ingurube	pork
nyama y’inka	beef
nyamabanga	secretary
nyamaboko	strong person
nyamaboko	strongman
nyamahanga	foreigner
nyamahanga	gentile
nyamakuru	newspaper
nyamaswa	wild animal
nyamaswa	beast
nyamasyo	tortoise
nyamasyo	turtle
nyamateka	newspaper
nyamateka	journal
nyambaraga	strong person
nyambaraga	strongman
nyamunjonjererwa	snail
nyamurava	determined person
nyamweru	albino
nyamwinshi	majority
nyana	calf
nyana	heifer
nyana	part
nyandaro	unwed mother
nyandiko	article
nyandiko	document
nyangamugayo	trustworthy person
nyangamugayo	reliable person
nyange	cattle egret
nyangingo	phrase
nyanja	sea
nyanja	ocean
nyanya	tomato
nyapolitiki	politician
nyarukiko	judge
nyarwanda	Kinyarwanda
nyazina	pronoun
nyejana	century
nyenyeri	little star
nyenyeri	asterisk
nyenyeri	star
nyenzi	cockroach
nyereri	slipperiness
nyeshuri	student
nyeshuri	pupil
nyetorero	church member
nyetorero	congregant
nyezamu	watchman
nyezamu	goalkeeper
nyigisho	teaching
nyigisho	doctrine
nyiri	owner of
nyirakanaka	so-and-so
nyiranaka	so-and-so
nyo	anus
nyo	maggot
nyobwa	lima bean
nyobwa	peanut
nyobwa	drink
nyogote	porcupine
nyoma	lie
nyoma	falsehood
nyomekwambere	prefix
nyongera	accessory
nyoni	bird
nyorogoto	earthworm
nyota	thirst
nyubako	building
nyugunyugu	butterfly
nyugunyugu	moth
nyuguti	letter of alphabet
nyumba	large house
nyumbati	cassava
nyundo	hammer
nyungu	profit
nyungu	gain
nyungu	increase
nyungu	benefit
nyungu	interests
nyururu	chain
nyururu	prison
nywa	daytime
Nzeri	September
nzenze	wild olive
oba	fear
obo	pit
obo	hole
obo	pit
obo	hole
obo	pit
oga	beer
oga	alcohol
ogera	bell
ohereza	sender
oka	snake
oka	serpent
oka	worm
oko	sort
oko	type
oko	kind
oko	clan
oko	tribe
oko	ethnicity
ombo	CB radio
ondo	mud
ongereza	English
ongereza	English person
onko	brain
orezo	epidemic
orozi	animal husbandry
oshya	temptations
osozi	tears
otsi	smoke
oya	fur
oya	body hair
oya	body hair
ozi	dream
padiri	Catholic priest
padiri	Father
pagani	pagan
pagani	heathen
pagarara	anguish
pagarara	terror
pagarike	portrait
pahu	large spoon
paje	page
paka	argument
paka	dispute
paka	discussion
paka	debate
paka	border
pamba	cotton
pamba	provisions
pamo	reality
pamo	truth
pamvu	reason
pamvu	motive
pamyabushobozi	diploma
pamyabushobozi	degree
pamyabushobozi	qualification
panga	twin
panga	machete
pano	gift
pano	present
pano	talent
pantaro	trousers
pantaro	pants
pantufure	slipper
panu	frying pan
panuka	accident
papuro	page
papuro	paper
papuro	sheet
parfum	perfume
pariki	park
paruwasi	parish
Pasika	Easter
pasiporo	passport
pasitori	pastor
pata	hinge
patante	licence
pawundi	British pound sterling
penaliti	penalty
peyizana	settlement
pera	end
pera	ending
perekeza	groomsman
perekeza	best man
perezida	president
peshyi	dry season
petroli	paraffin
pfakazi	widow
pfamatwi	deaf person
pfizi	oxen
pfizi	bull
pfu	folly
pfu	dead
pfu	deceased person
pfu	death
fubyi	orphan
pfuko	purse
pfuko	bag
pfuko	sack
pfumu	witch doctor
pfundikizo	cover
pfundikizo	lid
pfundikizo	cork
pfundikizo	stopper
pfundo	knot
pfunsi	fist
pfura	respect
piki	pickaxe
pikipiki	motorcycle
pikipiki	motorbike
pikipiki	scooter
pimo	measurement
pimo	quota
pimo	pound
pimo	yard
pinduka	change
pinduka	modification
pinduka	revision
pinduka	edit
pinduka	consequence
pine	abbreviation
pinga	top
pinga	peak
pinga	tip
pira	ball
pira	rubber
pira	eraser
pira	t-shirt
pira	shirt
pira	sweater
pira w’amaguru	football
pira w’amaguru	soccer
pira w’intoke	basketball
pira w’intoke	volleyball
pira w’intoke	netball
piripiri	chilli pepper
pitagihe	past tense
polisi	policeman
polisi	police
politiki	politics
pongano	atonement
pongano	payment
pongano	reparation
pongano	amends
pongo	bushbuck
porogaramu	program
porogaramu irwanya virusi	antivirus program
porojegiteri	projector
poronogarafi	pornography
puguke	skilled person
puguke	intellectual
puguke	expert
puha	rumours
puhwe	pity
pumyi	blind person
pundu	acclamation
pundu	shout of joy
pundu	chimpanzee
pungenge	anxiety
pungenge	prudence
punzi	refugee
pusi	cat
puzamahanga	international
puzanyito	synonym
pwerume	male dog
pyiko	kidney
pyisi	hyena
pyisi	hundred million
ra	intestines
ra	intestines
rabyo	lightning
rabyo	flower
radiyo	radio
rage	inheritance
ragi	mute person
ragi	dumb person
rahure	glass
rakari	anger
rambararo	diameter
rambararo	length
rambo	corpse
ramu	brother-in-law
ramukazi	sister-in-law
rande	tradition
rande	continuation
ranga	attribute
ranga	beauty
rangazi	negligence
rangi	paint
rangi	colour
rangirire	famous person
rangirire	celebrity
rango	token
rangururamajwi	microphone
rangururamajwi	PA system
rangururamajwi	megaphone
raporo	report
rari	lust
rari	strong desire
raririzi	night watchman
raro	bridge
rashi	perfume
rasirazuba	the east
rasire	ray
rasire	beam
raso	blood
rato	shoe
rava	determination
rayi	Irish potato
rayiki	layperson
rebure	height
rebure	length
rego	accusation
rego	charge
rema	cripple
rema	invalid
rembo	gate
remere	weight
remu	patch
remwa	creation
remwa	natural world
remwa	nature
remyi	creator
renga	sign language
renga	high rank
renga	Supreme Court
renganzira	rights
renganzira	entitlement
renge	foot
renge	village
rengerazuba	the west
repubulika	republic
rere	administrative district
rere	region
rere	sky
rere	atmosphere
rere	weather
resitora	restaurant
rezi	educator
rezi	teacher
rezi	mentor
ri	truth
riba	well
ribori	stretch mark
ribwa	food
ribwa	edible thing
ribwa	ingredient
riganya	deceit
riganya	dishonesty
riko	spoon
rima	garden
rima	field
rimbuka	perdition
rimbuka	uprooting
rimi	flame
rimi	language
rimi	tongue
rimo	task
rimo	business
rimo	work
rimo	duty
rimo	task
rimo	action
rimo	activity
ringa	brass
ringiti	blanket
ringiti	cover
ringiti	blanket
rinzi	guard
rinzi	protector
rira	tears
riri	bed
ririmbyi	singer
riro	fire
riyo	wake
rizo	tail
ro	offices
ro	millet
robine	tap
robine	faucet
robyi	fisherman
rogoya	interrupter
rohame	shipwreck
rohame	loss
rondwe	tick
rongo	stroke
rongo	clay
rongo	line
rongo	row
rongo	queue
rongo	verse
rongo	channel
rongo icyenda	ninety
rongo inani	eighty
rongo ine	forty
rongo irindwi	seventy
rongo itandatu	sixty
rongo itanu	fifty
rongo itatu	thirty
rorero	town
rori	party
rori	feast
rori	banquet
rori	celebration
roso	brush
roso bw’amenyo	toothbrush
roza	rose
rozi	poison
rozi	toxin
rozi	potion
rugongo	clitoris
ruhuko	rest
ruhuko	break
ruhuko	holiday
ruhuko	vacation
runaka	so-and-so
rundi	Kirundi
rundi	Burundian
rundi	shin
rundo	heap
rundo	pile
rundo	stack
runga	volcano
ruru	blue
ruswa	corruption
ruswa	bribery
ruswa	bribe
rwa	island
rwa	capital
rwagakoco	mousetrap
rwayi	sick person
rwayi	casualty
rwayi	invalid
rwayi	patient
rwi	department
ryango	family
ryango	lineage
ryango	doorway
ryango	gate
ryarya	hypocrisy
ryasenge	mosquito
ryo	food
ryo	opportunity
ryo	way
ryo	method
ryo	manner
ryo	modality
sa	zero
sa	null
sa	meaningless
saa	hour
sabane	fellowship
sabane	communion
sabane	relationship
sabato	Sabbath
sabirizi	beggar
sabukuru	birthday
sabukuru	anniversary
sabune	soap
sabwa	condition
sabwa	requirement
safuriya	saucepan
safuriya	cooking pot
saha	hour
saha	watch
saha	clock
sahane	saucer
sahane	small bowl
sahani	dish
sahani	plate
saho	bag
saho	sack
saka	sorghum
sake	rooster
sake	cockerel
sake	cock
sake	rooster
sake	cockerel
saku	noise
saku	clamour
saku	shouts
saku	row
samanzuki	flycatcher
sambanyi	adultery
sambanyi	adulterer
sambi	grass mat
sambi	rug
sambi	crested crane
sambo	building plot
sambo	glutton
sambo	thief
sambu	field
sambu	property
sambu	possession
sambu	bush
sandugu	box
sanduku	box
sanduku	coffin
saniro	production
sano	resemblance
sano	similarity
sanzu	contribution
sanzu	assessment
sanzure	generally
sanzure	usually
saraba	cross
sarani	toilet
sarani	lavatory
sarani	bathroom
sare	sailor
saro	bead
sasa	floor tile
sate	shard
satsi	hair
saza	old age
saza	elder
saza	old man
sazi	fly
sazi	crazy person
sazi	madman
se	dung
se	manure
se	his father
sebe	sore
sebe	ulcer
sebe	wound
sego	cushion
sego	pillow
seke	dawn
seke	sunrise
sekurume	male goat
semburo	yeast
semburo	leaven
sena	shape
senateri	senator
senda	chilli pepper
senga	cave
senga	den
senge	roof
isengeneza	niece
isengeneza	nephew
sengero	church building
sengero	temple
sengesho	prayer
senyi	sand
sepfu	hiccups
serebanya	lizard
seri	bunch of bananas
serivisi	service
seseka	ordinariness
seseme	nausea
sesengura	analysis
sesengura	examination
seso	dawn
sezerano	promise
sezerano	testament
sezerano	agreement
sezerano	contract
sezi	beggar
sha	gazelle
shahara	wage
shahara	salary
shahara	pay
shaka	kaffir corn
shaka	sorghum
shaka	desire
shaka	want
shakashatsi	research
shakashatsi	search
shake	will
shami	branch
shampiyona	championship
shanga	marsh
shanga	swamp
shati	shirt
shavu	sadness
shavu	irritation
shaza	pea
shebuja	master
shebuja	employer
shegabo	virago
sheke	sugarcane
shema	pride
shema	honour
shereka	breast milk
sheri	dear
sheri	dearest
shimusi	cattle thief
shimusi	hostage-taker
shinga	verb
shinga	project
shingano	responsibility
shingano	role
shingano	duty
shinge	needle
shinge	injection
shinjacyaha	prosecutor
shino	labia minora
shinwa	Chinese
shinwa	Chinese person
shinyaguro	torture
shinyaguro	mockery
shinyaguro	torment
shirira	burning coal
shirira	ember
shishi	small ant
shishi	large ant
shishi	ant
shishwa	peel
shize	last time
shoberamahanga	idiom
shobozi	power
shobozi	ability
shobuja	master
shobuja	employer
shoferi	driver
shoka	axe
shorobwa	caterpillar
shu	cabbage
shuhe	duck
shuka	bed sheet
shuko	bribe
shumba	shepherd
shumba	herdsman
shumba	pastor
shunda	fringe
shundura	fishing net
shungu	ransom
shuri	school
shuri ribanza	primary school
shuri ribanza	elementary school
shuri ryisumbuye	secondary school
shuri ryisumbuye	high school
shuro	time
shuro	occasion
shushanyo	picture
shushanyo	drawing
shushanyo	image
shushanyo	idol
shusho	picture
shusho	image
shusho	likeness
shusho	shape
shushwe	mouse
shuti	friend
shuti	friendship
shuti	friend
shwi	chick
shwima	ascites
shwima	dropsy
shwima	oedema
shyaka	zeal
shyaka	determination
shyaka	enthusiasm
shyaka	political party
shyaka	organisation
shyamba	forest
shyamba	jungle
shyanga	country
shyano	bad luck
shyano	trouble
shyano	tragedy
shyano	accident
shyano	trouble
shyano	misfortune
shyano	bad luck
shyanyari	electricity
shyari	jealousy
shyari	envy
shyari ryiza	competitiveness
shye	burn
shyengo	joke
shyi	slaps
shyi	palm of hand
shyikirano	relationship
shyikirano	fellowship
shyimbo	bean
shyimbo	walking stick
shyingiranwa	marriage
shyingo	November
shyira	pus
shyirahamwe	association
shyiramo	charger
shyitsi	base of tree
shyitsi	guest
shyitsi	visitor
shyitsi	stranger
shyitsi	trembling
shyitsi	tremor
shyitsi	shaking
shyitsi	earthquake
shyo	herd of cows
shyuhe	heat
shyuhe	warmth
shyungute	whistle
si	earth
si	world
sifuzi	referee
sigo	poem
siha	mole
sika	wall
sika	interior wall
simba	wild animal
simba	insect
simbi	snow
simbura	replacement
simbura	substitute
sinagogi	synagogue
singa	wires
singi	foundation
sinya	sign
sinzi	drunk person
sinzi	drunkard
sirikare	soldier
sisitemu	system
sitajiyeri	trainee
sitani	garden
sitimu	torch
sitimu	flashlight
siyansi	science
sizi	poet
so	surface
so	your father
sobanuro	explanation
sobanuro	meaning
sobanuro	specification
sobanuro	definition
sobanuro	annotation
soda	soldier
soga	fowl
soga	poultry
sogisi	sock
sogisi	stocking
sohozabitambo	priest
soko	market
soko	spring of water
soko	fountain
sokozo	comb
sokozo	hairbrush
sokozo	comb
sokozo	hairbrush
somo	lesson
somyi	reader
soni	shyness
soni	shame
sore	youth
soresha	tax collector
soreshwa	tax payer
soro	tax
sosiyete	society
soso	receding hairline
sozi	mountain
sozi	mount
sozi	hill
sozi	mountain
sozo	conclusion
sitade	stadium
subiramo	revision
subiramo	repetition
subizo	reply
subizo	result
subyu	knot
suka	hoe
sukari	sugar
suku	cleanliness
sumari	nail
sumbazose	middle finger
sumeno	saw
sunika	pressure
supu	soup
sura	physical appearance
suri	erosion
susu	apprehension
susu	fear
suzuguriro	shame
swa	flying termite
swa	fool
swa	stupid person
swa	termite
swa	white ant
sya	pubic hair
syo	grinding stone
ta	milk
tabaza	lamp
tabaza	light
tabaza	candle
tabera	justice
tabi	tobacco
tabo	small book
tabo	booklet
tabo	book
tabo	holy book
tafari	brick
tagatifu	saint
tagisi	taxi
taha	future
taka	soil
taka	ground
taka	earth
taka	land
taka	soil
taka	umbrella
tako	thigh
tako	ornament
tama	cheek
tama	sheep
tambara	battle
tambara	war
tambara	fighting
tambaro	cloth
tambike	width
tambo	offering
tambo	sacrifice
tambwe	step
tambyi	priest
tamenya	ignorance
tanda	bed
tanda	rack
tandukana	divorce
tandukana	separation
tandukaniro	difference
tangamugabo	proof
tangamugabo	evidence
tangaza	miracle
tangaza	surprise
tangazo	announcement
tangiriro	beginning
tangiriro	beginning
tangiriro	genesis
tangiriro	origin
tangiriro	introduction
tangizi	beginner
tangwa	allocation
tansi	receipt
tanura	furnace
tapi	carpet
tara	light
tara	lamp
tara	region
taraboneka	excellence
taraboneka	superbness
taratara	glasses
taratara	spectacles
tare	anklet
gitare	guitar
tare	white
tare	whiteness
tare	lion
tare	large rock
tari	hectare
tariganya	sincerity
tariki	date
taro	hospital
taro	dispensary
tashyo	greeting
tasi	spy
tayu	desert
te	laziness
tebe	chair
tebe	stool
tebe	bench
teganyo	replacement
teganyo	temp
tege	strength
tege	power
tege	force
tege	might
tegekere	administration
tegeko	law
tegeko	rule
tegeko	command
tegeko	commandment
tegeko	organic law
tegetsi	government
tegetsi	administrator
tegetsi	commander
tegetsi	dictator
tegetsi	ruler
tego	goal
tego	purpose
tego	objective
tego	mission
tego	motto
tego	slogan
tego	trap
tego	snare
tegura	roof tile
teguro	ornament
teguro	preparation
teja	green bean
teka	history
teka	always
teka	ever
teka	everlasting
teka	eternally
teka	order
teka	forever
teka	eternally
tekane	stability
tekano	security
tekerezo	idea
tekerezo	thought
tekerezo	myth
tekerezo	legend
tekinisiye	technician
teko	group
teko	class
terefone	telephone
terefone	phone
tereviziyo	television
tereviziyo	TV
tembura	stamp
temeri	lid
tende	wheel
tera	adjective
teraniro	meeting
teraniro	gathering
terankunga	sponsor
terankunga	supporter
tere	unconsciousness
tereko	lamp stand
terere	format
terere	structure
terere	attitude
terere	character
tereriyo	careless person
teruro	sentence
teruro	phrase
tesi	joker
teteyi	dress
teto	affection
teto	doting
tetsi	cook
ti	tree
ti	medicine
ti	cure
ti	drug
ti	insecticide
ti	shoe polish
tiba	beehive
tingito	earthquake
tingito	tremor
tiku	rumour
tiku	slander
tiku	gossip
tilide	tilde
tima	heart
timanama	conscience
timba	mosquito net
tindi	destitution
tindi	misery
tindi	poverty
tindo	bridge
tini	fig tree
titsa	continually
titsa	eternally
titsa	forever
tobe	juice
tobe	fruit juice
toke	banana stalk
toke	banana tree
toki	plantain
toki	finger
tondagura	conjugation
tondo	morning
tonga	large basket
toni	favour
toni	favouritism
tonyanga	drop of water
tora	vote
tora	election
torezo	axe
toroshi	torch
toroshi	flashlight
toryi	aubergine
toryi	eggplant
toto	youthfulness
totsi	sleepiness
toza	coach
toza	trainer
tsiko	group
tsiko	gang
tsiko	curiosity
tsima	bread
tsina	gender
tsina	sex
tsinda	group
tsinda	batch
tsindamabara	palette
tsindishirizwa	justification
tsinsino	heel
tsinsino	heel
tuba	vagina
tugu	dictatorship
tugu	shoulder
tuku	red
tuma	cause
tuma	reason
tumanaho	communication
tumba	rainy season
tumbi	corpse
tumbi	dead animal
tumire	invitation
tumvira	disobedience
tumwa	Apostle
tumwa	messenger
tumwa	message
tumwa	mission
tunda	passion fruit
tungo	livestock
tungo	domesticated animal
tungo	possession
tungo	asset
tungo	revenue
tungu	tadpole
tungu	frog
tunguru	onion
tunguru	onion
tunzi	possessions
tunzi	riches
tunzi	wealth
tunzi	rich person
turage	rural area
turage	countryside
turage	citizen
turage	native
turage	villager
turanyi	neighbour
turire	community
turo	offering
turo	tomb
turo	grave
turo	dwelling place
turo	wild cat
turo	dwelling
turo	abode
tusi	eucalyptus tree
tuti	pulpit
tutire	bribe
tutsi	slanderer
tutsi	insult
tutu	crack
tuze	calm
tuze	silence
twa	pygmy
twara	attitude
twara	conduct
twara	importance
twara	driver
tware	authority
tware	chieftainship
tware	inheritance
tware	chief
tware	leader
twari	hero
twari	heroism
twari	bravery
twaro	weapon
twaro	burden
twaro	load
twe	head
twe	title
twe	subject
twe	chapter
twi	ear
twiga	giraffe
ubaha	respecting
ubaha	honouring
ubaha	reverence
ubahiro	honour
ubahiro	respect
ubahiro	esteem
ubakire	architecture
ubatsi	builder
ubatsi	mason
uga	art
ugamo	shelter
ugarizo	bracket
ugarizo	parentheses
ugi	door
uguruzo n’akugarizo	quotation mark
uka	breath
uka	air
uka	spirit
uka	steam
uki	honey
uma	knife
uma	iron
umba	room
umbati	cassava
umbati	manioc
umvira	obeying
umvira	obedience
umweru	week
umweru	next week
umweru	this week
umweru	last week
ungeri	shepherd
ungeri	herdsman
ungeri	pastor
ungo	conjunction
ungo	connector
ungu	pumpkin
ungu	squash
unyu	salt
uri	pasture
uri	meadow
uya	sweat
uya	perspiration
uzi	pool
uzi	river
uzu	great joy
uzu	fullness
uzu	zeal
uzukuru	grandchild
uzure	flood
uzure	inundation
va	grave
va	tomb
vandimwe	relationship
vandimwe	relative
vandimwe	brother
vandimwe	sibling
vi	knee
vino	wine
virusi	virus
vu	ashes
vu	chameleon
vubi	wasp
vubu	hippopotamus
vubu	hippo
vuduko	speed
vuduko	velocity
vugabutumwa	preacher
vugabutumwa	evangelist
vugizi	spokesperson
vugo	speech
vugo	manner of speaking
vugo	poem
vuguto	fermented milk
vuguto	yoghurt
vugwaho	subject
vugwaho	topic
vuka	birth
vuka	nativity
vuko	birthplace
vumba	sack
vumbi	downpour
vumbi	cloudburst
vumbi	shower
vume	outcast
vumo	curse
vumu	sycamore tree
vundaguro	mess
vundaguro	jumble
vunge	crowd
vungukira	crumb
vungukira	leftover
vunnyi	assistance
vunnyi	aid
vunnyi	help
vunnyi	defender
vunnyi	helper
vunura	translation
vunyi	ombudsman
vura	rain
vuriro	hospital
vuriro	clinic
vuriro	dispensary
vurungano	chaos
vurungano	turmoil
vururu	riot
vururu	disorder
vururu	trouble
vururu	uprising
vururu	unrest
vuta	oil
vuta	fat
vuta	butter
vutu	intemperance
vuzi	healing
vuzi	medicine
vuzi	healthcare
vuzi	doctor
vuzi	healer
Werurwe	March
yaga	lake
yaga	wind
yaga	gale
yaga	breeze
yaga	hurricane
yaga	storm
yahudi	Judaism
yahudi	Jew
yapani	Japanese person
yatu	tone
yatu	sound
yaya	maid
yaya	maidservant
yaya	housemaid
yego	movement
yego	motion
yego	animation
yige	locust
yige	grasshopper
yiko	teaspoon
yiko	small spoon
yiko	spoon
yisilamu	Muslim
yoboke	follower
yoboro	channel
yoboro	connection
yoboro	stream
yobozi	sovereignty
yobozi	leadership
yobozi	stewardship
yobozi	management
yobozi	administration
yobozi	leader
yobozi	guide
yobozi	administrator
yobozi	chairperson
yubile	jubilee
yuda	Jew
yuki	bee
yuki	beekeeping
yunguruzo	sieve
yunguruzo	strainer
za	going
zabibu	grape
zabibu	vine
zabibu	vineyard
zaburi	psalm
zagihe	future tense
zahabu	gold
zamini	examination
zamini	exam
zamini	test
zamini	evaluation
zamu	watchman
zamu	guard
zamu	goalkeeper
zamuko	hill
zenga	pool
zenguruko	surroundings
zi	work
zi	job
zi	water
zi	root
zibaho	dress
ziga	wheel
ziga	circle
ziga	ring
ziki	music
ziko	fireplace
ziko	stove
zima	health
zima	life
zima	wholeness
zimagatozi	incorporation
zimagatozi	legal status
zimu	ancestral spirit
zimu	ghost
zimuzi	gossip
zimwe	gossip
zina	name
zina	noun
zina bwite	proper noun
zinda	forgetfulness
zinga	spot
zingiro	navel
zingiro	nucleus
zirikana	meditation
zitira mubu	mosquito net
zitiro	fence
zitiro	hedge
zovu	elephant
zovu	ten thousand
zu	small house
zu	hut
zu	cell
zu	house
zu	clan
zuba	sun
zuka	resurrection
zuka	resurrection
zuko	resurrection
zungu	white person
zungu	westerner
zuru	nose
zuru	nostril
Afuganisitani	Afghanistan
Afurika	Africa
Afurika y’Epfo	South Africa
Alijeriya	Algeria
Alubaniya	Albania
Amerika	America
Amerika y’Epfo	South America
anda	Rwanda
Arabiya	Arabia
Arabiya Sawudite	Saudi Arabia
Arijantine	Argentina
Atalantika	Atlantic
Aziya	Asia
Belizebuli	Beelzebub
Bikira Mariya	Virgin Mary
birigi	Belgium
Boliviya	Bolivia
dage	Germany
Danimarike	Denmark
Egiputa	Egypt
Ekwateri	Ecuador
Elisaluvadori	El Salvador
Esipanye	Spain
Etiyopiya	Ethiopia
faransa	France
Gana	Ghana
gande	Uganda
gereki	Greece
Gwatemara	Guatemala
Hayiti	Haiti
holandi	Holland
Hungariya	Hungary
Irake	Iraq
Irilande	Ireland
Isiraheli	Israel
iteka	Lord
Jamayika	Jamaica
Kameruni	Cameroon
Kanada	Canada
Kolombiya	Colombia
Koreya	Korea
Kositarika	Costa Rica
Kotedivuwari	Ivory Coast
Libiya	Libya
Lukusamburu	Luxembourg
Lusufero	Lucifer
Malawi	Malawi
Maleziya	Malaysia
Mali	Mali
Malita	Malta
Maroke	Morocco
Mesiya	Messiah
Misiri	Egypt
Moritaniya	Mauritania
Mozambike	Mozambique
Nijeriya	Nigeria
Nikaragwa	Nicaragua
Noruveje	Norway
ongereza	England
Ositaraliya	Australia
Otirishiya	Austria
Pakistani	Pakistan
Panama	Panama
Paragwe	Paraguay
Peru	Peru
Portugali	Portugal
Purigatori	purgatory
rayi	Europe
rundi	Burundi
rusi	Russia
Satani	Satan
Satani	devil
Sawudi Arabiya	Saudi Arabia
shinwa	China
Sirilanka	Sri Lanka
Siyoni	Zion
Suwazilandi	Swaziland
Suwedi	Sweden
suwisi	Switzerland
taliyani	Italy
Tanzaniya	Tanzania
Turikiya	Turkey
Venezuwela	Venezuela
Viyetinamu	Vietnam
yapani	Japan
Yesu	Jesus
Yugoselaviya	Yugoslavia
gura	repeatedly
gura	extremely
gura	smash into pieces
racya-	still
ta-	not know
amaso ku amaso	face to face
bambe	I mean
birashoboka	it’s possible
bwacyeye	good morning
ijoro ryiza	good night
isabukuru nziza	happy birthday
ku cyumweru	Sunday
ku wa gatandatu	Saturday
ku wa gatanu	Friday
ku wa gatatu	Wednesday
ku wa kabiri	Tuesday
ku wa kane	Thursday
ku wa mbere	Monday
mbabarira	forgive me
mbabarira	excuse me
mbabarira	sorry
mbere na mbere	in the beginning
